dec_date,dec_region,dec_total nitrogen,dec_total phosphorus,dec_dissolved phosphorus,dec_chlorophyll-a,dec_secchi depth,dec_temperature
2015-07-06,Main Lake Central,0.42500000000000004,12.450000000000001,6.275,3.6449999999999996,4.3,17.5
2015-07-07,Main Lake Central,0.3875,13.887500000000001,7.8125,8.717500000000001,3.55,18.325
2015-07-08,Main Lake Central,0.3875,13.887500000000001,7.8125,8.717500000000001,3.55,18.325
2015-07-09,Main Lake Central,0.375,16.875,10.125,13.425,2.8,20.049999999999997
2015-07-10,Main Lake Central,0.375,16.875,10.125,13.425,2.8,20.049999999999997
2015-07-11,Main Lake Central,0.4425,14.5875,8.0125,12.2275,2.8,20.075
2015-07-12,Main Lake Central,0.4425,14.5875,8.0125,12.2275,2.8,20.075
2015-07-13,Main Lake Central,0.4425,14.5875,8.0125,12.2275,2.8,20.075
2015-07-14,Main Lake Central,0.4425,14.5875,8.0125,12.2275,2.8,20.075
2015-07-15,Main Lake Central,0.4425,14.5875,8.0125,12.2275,2.8,20.075
2015-07-16,Main Lake Central,0.4425,14.5875,8.0125,12.2275,2.8,20.075
2015-07-17,Main Lake Central,0.41500000000000004,13.575000000000001,7.925,10.801666666666668,3.033333333333333,20.183333333333334
2015-07-18,Main Lake Central,0.41500000000000004,13.575000000000001,7.925,10.801666666666668,3.033333333333333,20.183333333333334
2015-07-19,Main Lake Central,0.41500000000000004,13.575000000000001,7.925,10.801666666666668,3.033333333333333,20.183333333333334
2015-07-20,Main Lake Central,0.41500000000000004,13.575000000000001,7.925,10.801666666666668,3.033333333333333,20.183333333333334
2015-07-21,Main Lake Central,0.43500000000000005,11.925,6.824999999999999,9.49,3.15,20.25
2015-07-22,Main Lake Central,0.43500000000000005,11.925,6.824999999999999,9.49,3.15,20.25
2015-07-23,Main Lake Central,0.42333333333333334,12.25,7.849999999999999,7.646666666666666,3.266666666666667,20.7
2015-07-24,Main Lake Central,0.42333333333333334,12.25,7.849999999999999,7.646666666666666,3.266666666666667,20.7
2015-07-25,Main Lake Central,0.38,12.225,8.825,5.954999999999999,3.5,21.0
2015-07-26,Main Lake Central,0.38,12.225,8.825,5.954999999999999,3.5,21.0
2015-07-27,Main Lake Central,0.38,12.225,8.825,5.954999999999999,3.5,21.0
2015-07-28,Main Lake Central,0.38,12.225,8.825,5.954999999999999,3.5,21.0
2015-07-29,Main Lake Central,0.38,12.225,8.825,5.954999999999999,3.5,21.0
2015-07-30,Main Lake Central,0.38,12.225,8.825,5.954999999999999,3.5,21.0
2015-07-31,Main Lake Central,0.4,12.9,9.899999999999999,3.96,3.5,21.6
2015-08-01,Main Lake Central,0.375,12.775,8.45,6.715,3.6,23.05
2015-08-02,Main Lake Central,0.375,12.775,8.45,6.715,3.6,23.05
2015-08-03,Main Lake Central,0.375,12.775,8.45,6.715,3.6,23.05
2015-08-04,Main Lake Central,0.375,12.775,8.45,6.715,3.6,23.05
2015-08-05,Main Lake Central,0.375,12.775,8.45,6.715,3.6,23.05
2015-08-06,Main Lake Central,0.35,12.65,7.0,9.47,3.7,24.5
2015-08-07,Main Lake Central,0.35,12.65,7.0,9.47,3.7,24.5
2015-08-08,Main Lake Central,0.365,12.325,6.775,6.864999999999999,4.9,23.15
2015-08-09,Main Lake Central,0.365,12.325,6.775,6.864999999999999,4.9,23.15
2015-08-10,Main Lake Central,0.365,12.325,6.775,6.864999999999999,4.9,23.15
2015-08-11,Main Lake Central,0.365,12.325,6.775,6.864999999999999,4.9,23.15
2015-08-12,Main Lake Central,0.365,12.325,6.775,6.864999999999999,4.9,23.15
2015-08-13,Main Lake Central,0.365,12.325,6.775,6.864999999999999,4.9,23.15
2015-08-14,Main Lake Central,0.365,12.325,6.775,6.864999999999999,4.9,23.15
2015-08-15,Main Lake Central,0.38,12.0,6.55,4.26,6.1,21.8
2015-08-16,Main Lake Central,0.38,12.0,6.55,4.26,6.1,21.8
2015-08-17,Main Lake Central,0.38,12.0,6.55,4.26,6.1,21.8
2015-08-18,Main Lake Central,0.38,12.0,6.55,4.65,5.3,22.1
2015-08-19,Main Lake Central,0.38,12.0,6.55,4.65,5.3,22.1
2015-08-20,Main Lake Central,0.38,12.0,6.55,4.65,5.3,22.1
2015-08-21,Main Lake Central,0.38,12.0,6.55,4.65,5.3,22.1
2015-08-22,Main Lake Central,,,,5.04,4.5,22.4
2015-08-23,Main Lake Central,,,,5.04,4.5,22.4
2015-08-24,Main Lake Central,,,,5.04,4.5,22.4
2015-08-25,Main Lake Central,,,,5.04,4.5,22.4
2015-08-26,Main Lake Central,0.395,11.75,7.9,6.784999999999999,4.0,22.65
2015-08-27,Main Lake Central,0.395,11.75,7.9,6.784999999999999,4.0,22.65
2015-08-28,Main Lake Central,0.395,11.75,7.9,6.784999999999999,4.0,22.65
2015-08-29,Main Lake Central,0.35750000000000004,12.075,6.9,7.253333333333333,3.8000000000000003,22.7
2015-08-30,Main Lake Central,0.35750000000000004,12.075,6.9,7.253333333333333,3.8000000000000003,22.7
2015-08-31,Main Lake Central,0.35750000000000004,12.075,6.9,7.253333333333333,3.8000000000000003,22.7
2015-09-01,Main Lake Central,0.35750000000000004,12.075,6.9,8.36,3.45,22.849999999999998
2015-09-02,Main Lake Central,0.35750000000000004,12.075,6.9,8.36,3.45,22.849999999999998
2015-09-03,Main Lake Central,0.35750000000000004,12.075,6.9,8.36,3.45,22.849999999999998
2015-09-04,Main Lake Central,0.35750000000000004,12.075,6.9,8.36,3.45,22.849999999999998
2015-09-05,Main Lake Central,0.35750000000000004,12.075,6.9,8.36,3.45,22.849999999999998
2015-09-06,Main Lake Central,0.35750000000000004,12.075,6.9,8.36,3.45,22.849999999999998
2015-09-07,Main Lake Central,0.35750000000000004,12.075,6.9,8.36,3.45,22.849999999999998
2015-09-08,Main Lake Central,0.35750000000000004,12.075,6.9,8.36,3.45,22.849999999999998
2015-09-09,Main Lake Central,0.3325,13.375,7.125,6.929999999999999,3.95,23.15
2015-09-10,Main Lake Central,0.3325,13.375,7.125,6.929999999999999,3.95,23.15
2015-09-11,Main Lake Central,0.3325,13.375,7.125,6.929999999999999,3.95,23.15
2015-09-12,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-13,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-14,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-15,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-16,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-17,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-18,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-19,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-20,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-21,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-22,Main Lake Central,0.33999999999999997,12.375,8.375,5.949999999999999,5.1,23.4
2015-09-23,Main Lake Central,0.33499999999999996,10.399999999999999,8.4,6.23,5.7,23.3
2015-09-24,Main Lake Central,0.33499999999999996,10.399999999999999,8.4,6.23,5.7,23.3
2015-09-25,Main Lake Central,0.33499999999999996,10.399999999999999,8.4,6.23,5.7,23.3
2015-09-26,Main Lake Central,,,,,,
2015-09-27,Main Lake Central,,,,,,
2015-09-28,Main Lake Central,,,,,,
2015-09-29,Main Lake Central,,,,,,
2015-09-30,Main Lake Central,0.29,11.6,6.2,2.08,4.9,19.4
2015-10-01,Main Lake Central,0.29,11.6,6.2,2.08,4.9,19.4
2015-10-02,Main Lake Central,0.29,11.6,6.2,2.08,4.9,19.4
2015-10-03,Main Lake Central,0.29,11.6,6.2,2.08,4.9,19.4
2015-10-04,Main Lake Central,0.29,11.6,6.2,2.08,4.9,19.4
2015-10-05,Main Lake Central,0.29,11.6,6.2,2.08,4.9,19.4
2015-10-06,Main Lake Central,0.35250000000000004,11.5,6.95,1.8649999999999993,5.825,17.8
2015-10-07,Main Lake Central,0.35250000000000004,11.5,6.95,1.8649999999999993,5.825,17.8
2015-10-08,Main Lake Central,0.35250000000000004,11.5,6.95,1.8649999999999993,5.825,17.8
2015-10-09,Main Lake Central,0.35250000000000004,11.5,6.95,1.8649999999999993,5.825,17.8
2015-10-10,Main Lake Central,0.35250000000000004,11.5,6.95,1.8649999999999993,5.825,17.8
2015-10-11,Main Lake Central,0.35250000000000004,11.5,6.95,1.8649999999999993,5.825,17.8
2015-10-12,Main Lake Central,0.35250000000000004,11.5,6.95,1.8649999999999993,5.825,17.8
2015-10-13,Main Lake Central,0.35250000000000004,11.5,6.95,1.8649999999999993,5.825,17.8
2015-10-14,Main Lake Central,0.41500000000000004,11.399999999999999,7.7,1.6500000000000001,6.75,16.200000000000003
2015-10-15,Main Lake Central,0.41500000000000004,11.399999999999999,7.7,1.6500000000000001,6.75,16.200000000000003
2015-10-16,Main Lake Central,0.41500000000000004,11.399999999999999,7.7,1.6500000000000001,6.75,16.200000000000003
2015-10-17,Main Lake Central,0.41500000000000004,11.399999999999999,7.7,1.6500000000000001,6.75,16.200000000000003
2015-10-18,Main Lake Central,0.41500000000000004,11.399999999999999,7.7,1.6500000000000001,6.75,16.200000000000003
2015-10-19,Main Lake Central,0.41500000000000004,11.399999999999999,7.7,1.6500000000000001,6.75,16.200000000000003
2015-10-20,Main Lake Central,,,,,,
2015-10-21,Main Lake Central,,,,,,
2015-10-22,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-10-23,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-10-24,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-10-25,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-10-26,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-10-27,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-10-28,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-10-29,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-10-30,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-10-31,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-11-01,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-11-02,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-11-03,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-11-04,Main Lake Central,0.41,11.9,8.2,2.21,5.3,12.9
2015-11-05,Main Lake Central,,,,,,
2015-11-06,Main Lake Central,,,,,,
2015-11-07,Main Lake Central,,,,,,
2015-11-08,Main Lake Central,,,,,,
2015-11-09,Main Lake Central,,,,,,
2015-11-10,Main Lake Central,,,,,,
2015-11-11,Main Lake Central,,,,,,
2015-11-12,Main Lake Central,,,,,,
2015-11-13,Main Lake Central,,,,,,
2015-11-14,Main Lake Central,,,,,,
2015-11-15,Main Lake Central,,,,,,
2015-11-16,Main Lake Central,,,,,,
2015-11-17,Main Lake Central,,,,,,
2015-11-18,Main Lake Central,,,,,,
2015-11-19,Main Lake Central,,,,,,
2015-11-20,Main Lake Central,,,,,,
2015-11-21,Main Lake Central,,,,,,
2015-11-22,Main Lake Central,,,,,,
2015-11-23,Main Lake Central,,,,,,
2015-11-24,Main Lake Central,,,,,,
2015-11-25,Main Lake Central,,,,,,
2015-11-26,Main Lake Central,,,,,,
2015-11-27,Main Lake Central,,,,,,
2015-11-28,Main Lake Central,,,,,,
2015-11-29,Main Lake Central,,,,,,
2015-11-30,Main Lake Central,,,,,,
2015-12-01,Main Lake Central,,,,,,
2015-12-02,Main Lake Central,,,,,,
2015-12-03,Main Lake Central,,,,,,
2015-12-04,Main Lake Central,,,,,,
2015-12-05,Main Lake Central,,,,,,
2015-12-06,Main Lake Central,,,,,,
2015-12-07,Main Lake Central,,,,,,
2015-12-08,Main Lake Central,,,,,,
2015-12-09,Main Lake Central,,,,,,
2015-12-10,Main Lake Central,,,,,,
2015-12-11,Main Lake Central,,,,,,
2015-12-12,Main Lake Central,,,,,,
2015-12-13,Main Lake Central,,,,,,
2015-12-14,Main Lake Central,,,,,,
2015-12-15,Main Lake Central,,,,,,
2015-12-16,Main Lake Central,,,,,,
2015-12-17,Main Lake Central,,,,,,
2015-12-18,Main Lake Central,,,,,,
2015-12-19,Main Lake Central,,,,,,
2015-12-20,Main Lake Central,,,,,,
2015-12-21,Main Lake Central,,,,,,
2015-12-22,Main Lake Central,,,,,,
2015-12-23,Main Lake Central,,,,,,
2015-12-24,Main Lake Central,,,,,,
2015-12-25,Main Lake Central,,,,,,
2015-12-26,Main Lake Central,,,,,,
2015-12-27,Main Lake Central,,,,,,
2015-12-28,Main Lake Central,,,,,,
2015-12-29,Main Lake Central,,,,,,
2015-12-30,Main Lake Central,,,,,,
2015-12-31,Main Lake Central,,,,,,
2016-01-01,Main Lake Central,,,,,,
2016-01-02,Main Lake Central,,,,,,
2016-01-03,Main Lake Central,,,,,,
2016-01-04,Main Lake Central,,,,,,
2016-01-05,Main Lake Central,,,,,,
2016-01-06,Main Lake Central,,,,,,
2016-01-07,Main Lake Central,,,,,,
2016-01-08,Main Lake Central,,,,,,
2016-01-09,Main Lake Central,,,,,,
2016-01-10,Main Lake Central,,,,,,
2016-01-11,Main Lake Central,,,,,,
2016-01-12,Main Lake Central,,,,,,
2016-01-13,Main Lake Central,,,,,,
2016-01-14,Main Lake Central,,,,,,
2016-01-15,Main Lake Central,,,,,,
2016-01-16,Main Lake Central,,,,,,
2016-01-17,Main Lake Central,,,,,,
2016-01-18,Main Lake Central,,,,,,
2016-01-19,Main Lake Central,,,,,,
2016-01-20,Main Lake Central,,,,,,
2016-01-21,Main Lake Central,,,,,,
2016-01-22,Main Lake Central,,,,,,
2016-01-23,Main Lake Central,,,,,,
2016-01-24,Main Lake Central,,,,,,
2016-01-25,Main Lake Central,,,,,,
2016-01-26,Main Lake Central,,,,,,
2016-01-27,Main Lake Central,,,,,,
2016-01-28,Main Lake Central,,,,,,
2016-01-29,Main Lake Central,,,,,,
2016-01-30,Main Lake Central,,,,,,
2016-01-31,Main Lake Central,,,,,,
2016-02-01,Main Lake Central,,,,,,
2016-02-02,Main Lake Central,,,,,,
2016-02-03,Main Lake Central,,,,,,
2016-02-04,Main Lake Central,,,,,,
2016-02-05,Main Lake Central,,,,,,
2016-02-06,Main Lake Central,,,,,,
2016-02-07,Main Lake Central,,,,,,
2016-02-08,Main Lake Central,,,,,,
2016-02-09,Main Lake Central,,,,,,
2016-02-10,Main Lake Central,,,,,,
2016-02-11,Main Lake Central,,,,,,
2016-02-12,Main Lake Central,,,,,,
2016-02-13,Main Lake Central,,,,,,
2016-02-14,Main Lake Central,,,,,,
2016-02-15,Main Lake Central,,,,,,
2016-02-16,Main Lake Central,,,,,,
2016-02-17,Main Lake Central,,,,,,
2016-02-18,Main Lake Central,,,,,,
2016-02-19,Main Lake Central,,,,,,
2016-02-20,Main Lake Central,,,,,,
2016-02-21,Main Lake Central,,,,,,
2016-02-22,Main Lake Central,,,,,,
2016-02-23,Main Lake Central,,,,,,
2016-02-24,Main Lake Central,,,,,,
2016-02-25,Main Lake Central,,,,,,
2016-02-26,Main Lake Central,,,,,,
2016-02-27,Main Lake Central,,,,,,
2016-02-28,Main Lake Central,,,,,,
2016-02-29,Main Lake Central,,,,,,
2016-03-01,Main Lake Central,,,,,,
2016-03-02,Main Lake Central,,,,,,
2016-03-03,Main Lake Central,,,,,,
2016-03-04,Main Lake Central,,,,,,
2016-03-05,Main Lake Central,,,,,,
2016-03-06,Main Lake Central,,,,,,
2016-03-07,Main Lake Central,,,,,,
2016-03-08,Main Lake Central,,,,,,
2016-03-09,Main Lake Central,,,,,,
2016-03-10,Main Lake Central,,,,,,
2016-03-11,Main Lake Central,,,,,,
2016-03-12,Main Lake Central,,,,,,
2016-03-13,Main Lake Central,,,,,,
2016-03-14,Main Lake Central,,,,,,
2016-03-15,Main Lake Central,,,,,,
2016-03-16,Main Lake Central,,,,,,
2016-03-17,Main Lake Central,,,,,,
2016-03-18,Main Lake Central,,,,,,
2016-03-19,Main Lake Central,,,,,,
2016-03-20,Main Lake Central,,,,,,
2016-03-21,Main Lake Central,,,,,,
2016-03-22,Main Lake Central,,,,,,
2016-03-23,Main Lake Central,,,,,,
2016-03-24,Main Lake Central,,,,,,
2016-03-25,Main Lake Central,,,,,,
2016-03-26,Main Lake Central,,,,,,
2016-03-27,Main Lake Central,,,,,,
2016-03-28,Main Lake Central,,,,,,
2016-03-29,Main Lake Central,,,,,,
2016-03-30,Main Lake Central,,,,,,
2016-03-31,Main Lake Central,,,,,,
2016-04-01,Main Lake Central,,,,,,
2016-04-02,Main Lake Central,,,,,,
2016-04-03,Main Lake Central,,,,,,
2016-04-04,Main Lake Central,,,,,,
2016-04-05,Main Lake Central,,,,,,
2016-04-06,Main Lake Central,,,,,,
2016-04-07,Main Lake Central,,,,,,
2016-04-08,Main Lake Central,,,,,,
2016-04-09,Main Lake Central,,,,,,
2016-04-10,Main Lake Central,,,,,,
2016-04-11,Main Lake Central,,,,,,
2016-04-12,Main Lake Central,,,,,,
2016-04-13,Main Lake Central,,,,,,
2016-04-14,Main Lake Central,,,,,,
2016-04-15,Main Lake Central,,,,,,
2016-04-16,Main Lake Central,,,,,,
2016-04-17,Main Lake Central,,,,,,
2016-04-18,Main Lake Central,,,,,,
2016-04-19,Main Lake Central,,,,,,
2016-04-20,Main Lake Central,,,,,,
2016-04-21,Main Lake Central,,,,,,
2016-04-22,Main Lake Central,,,,,,
2016-04-23,Main Lake Central,,,,,,
2016-04-24,Main Lake Central,,,,,,
2016-04-25,Main Lake Central,,,,,,
2016-04-26,Main Lake Central,,,,,,
2016-04-27,Main Lake Central,,,,,,
2016-04-28,Main Lake Central,,,,,,
2016-04-29,Main Lake Central,,,,,,
2016-04-30,Main Lake Central,,,,,,
2016-05-01,Main Lake Central,,,,,,
2016-05-02,Main Lake Central,,,,,,
2016-05-03,Main Lake Central,,,,,,
2016-05-04,Main Lake Central,,,,,,
2016-05-05,Main Lake Central,,,,,,
2016-05-06,Main Lake Central,,,,,,
2016-05-07,Main Lake Central,,,,,,
2016-05-08,Main Lake Central,,,,,,
2016-05-09,Main Lake Central,,,,,,
2016-05-10,Main Lake Central,,,,,,
2016-05-11,Main Lake Central,,,,,,
2016-05-12,Main Lake Central,,,,,,
2016-05-13,Main Lake Central,,,,,,
2016-05-14,Main Lake Central,,,,,,
2016-05-15,Main Lake Central,,,,,,
2016-05-16,Main Lake Central,,,,,,
2016-05-17,Main Lake Central,,,,,,
2016-05-18,Main Lake Central,,,,,,
2016-05-19,Main Lake Central,0.41,10.9,6.3,6.11,4.5,8.8
2016-05-20,Main Lake Central,0.41,10.9,6.3,6.11,4.5,9.25
2016-05-21,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-22,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-23,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-24,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-25,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-26,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-27,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-28,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-29,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-30,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-05-31,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-06-01,Main Lake Central,0.43,11.45,10.05,5.029999999999999,5.0,9.5
2016-06-02,Main Lake Central,0.45,12.0,13.8,3.95,5.5,9.85
2016-06-03,Main Lake Central,0.45,12.0,13.8,3.95,5.5,10.0
2016-06-04,Main Lake Central,,,,,,
2016-06-05,Main Lake Central,,,,,,
2016-06-06,Main Lake Central,,,,,,
2016-06-07,Main Lake Central,,,,,,
2016-06-08,Main Lake Central,,,,,,
2016-06-09,Main Lake Central,,,,,,
2016-06-10,Main Lake Central,,,,,,
2016-06-11,Main Lake Central,0.39,8.0,5.0,1.73,5.0,14.1
2016-06-12,Main Lake Central,0.39,8.0,5.0,1.73,5.0,14.1
2016-06-13,Main Lake Central,0.39,8.0,5.0,1.73,5.0,14.1
2016-06-14,Main Lake Central,0.39,8.0,5.0,1.73,5.0,14.1
2016-06-15,Main Lake Central,0.395,8.25,5.0,1.5349999999999993,7.0,13.7
2016-06-16,Main Lake Central,0.395,8.25,5.0,1.5349999999999993,7.0,13.7
2016-06-17,Main Lake Central,0.395,8.25,5.0,1.3199999999999994,6.3999999999999995,13.7
2016-06-18,Main Lake Central,0.395,8.25,5.0,1.3199999999999994,6.3999999999999995,13.7
2016-06-19,Main Lake Central,0.395,8.25,5.0,1.3199999999999994,6.3999999999999995,13.7
2016-06-20,Main Lake Central,0.395,8.25,5.0,1.3199999999999994,6.3999999999999995,13.7
2016-06-21,Main Lake Central,0.395,8.25,5.0,1.3199999999999994,6.3999999999999995,13.7
2016-06-22,Main Lake Central,0.395,8.25,5.0,1.3199999999999994,6.3999999999999995,13.7
2016-06-23,Main Lake Central,0.395,8.25,5.0,1.3199999999999994,6.3999999999999995,13.7
2016-06-24,Main Lake Central,0.3833333333333333,8.833333333333334,5.3,1.5324999999999995,6.425,14.933333333333332
2016-06-25,Main Lake Central,0.37999999999999995,9.25,5.45,1.4666666666666661,6.8999999999999995,15.349999999999998
2016-06-26,Main Lake Central,0.37999999999999995,9.25,5.45,1.4666666666666661,6.8999999999999995,15.349999999999998
2016-06-27,Main Lake Central,0.37999999999999995,9.25,5.45,1.4666666666666661,6.8999999999999995,15.349999999999998
2016-06-28,Main Lake Central,0.37999999999999995,9.25,5.45,1.4666666666666661,6.8999999999999995,15.349999999999998
2016-06-29,Main Lake Central,0.36,10.0,5.9,1.529999999999999,5.85,17.4
2016-06-30,Main Lake Central,0.36,10.0,5.9,1.529999999999999,5.85,17.4
2016-07-01,Main Lake Central,0.36,10.0,5.9,2.17,6.5,17.4
2016-07-02,Main Lake Central,0.365,9.825,6.300000000000001,3.364999999999999,5.55,18.5
2016-07-03,Main Lake Central,0.365,9.825,6.300000000000001,3.364999999999999,5.55,18.5
2016-07-04,Main Lake Central,0.365,9.825,6.300000000000001,3.364999999999999,5.55,18.5
2016-07-05,Main Lake Central,0.365,9.825,6.300000000000001,3.364999999999999,5.55,18.5
2016-07-06,Main Lake Central,0.365,9.825,6.300000000000001,3.364999999999999,5.55,18.5
2016-07-07,Main Lake Central,0.365,9.825,6.300000000000001,3.364999999999999,5.55,18.5
2016-07-08,Main Lake Central,0.37,9.65,6.7,4.56,4.6,19.6
2016-07-09,Main Lake Central,0.37,9.65,6.7,4.56,4.6,19.6
2016-07-10,Main Lake Central,0.37,9.65,6.7,4.56,4.6,19.6
2016-07-11,Main Lake Central,0.37,9.65,6.7,4.56,4.6,19.6
2016-07-12,Main Lake Central,0.375,9.25,7.075,3.1199999999999988,5.05,18.950000000000003
2016-07-13,Main Lake Central,0.3666666666666667,9.633333333333333,7.25,3.7133333333333325,4.966666666666666,19.166666666666668
2016-07-14,Main Lake Central,0.355,11.15,6.9375,4.5725,4.525,19.8
2016-07-15,Main Lake Central,0.355,11.15,6.9375,4.5725,4.525,19.8
2016-07-16,Main Lake Central,0.3499999999999999,11.65,7.016666666666667,4.576666666666667,4.500000000000001,20.175
2016-07-17,Main Lake Central,0.3499999999999999,11.65,7.016666666666667,4.576666666666667,4.500000000000001,20.175
2016-07-18,Main Lake Central,0.3499999999999999,11.65,7.016666666666667,4.576666666666667,4.500000000000001,20.175
2016-07-19,Main Lake Central,0.3499999999999999,11.65,7.016666666666667,4.576666666666667,4.500000000000001,20.175
2016-07-20,Main Lake Central,0.3499999999999999,11.65,7.016666666666667,4.576666666666667,4.500000000000001,20.175
2016-07-21,Main Lake Central,0.34624999999999995,11.4875,6.6375,4.3225,4.5,20.26
2016-07-22,Main Lake Central,0.34624999999999995,11.4875,6.6375,4.3225,4.5,20.26
2016-07-23,Main Lake Central,0.34624999999999995,11.4875,6.6375,4.3225,4.5,20.26
2016-07-24,Main Lake Central,0.34624999999999995,11.4875,6.6375,4.3225,4.5,20.26
2016-07-25,Main Lake Central,0.34624999999999995,11.4875,6.6375,4.3225,4.5,20.26
