REPORTDATE,REPORTTIME,WATERBODY,REGION,MUNICIPALITY,SITE,STATION,BLOOMINTENSITY,REPORTFREQUENCY,AFFILIATION,WEBSTATUS,DETAILS,WATERTEMP,WATERSURFACE,CYANOTAXA,OTHERTAXA,MICROCYSTIN,ANATOXIN,LATITUDE,LONGITUDE
07/01/2016,12:00,Lake Champlain,Champlain - Main Lake Central,Shelburne,16.0,LTM 16,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,Anabaena,"diatoms, Chrysophytes, cryptophyte flagellates, green algae",not tested,not tested,44.425,-73.232
07/12/2016,10:00,Lake Champlain,Champlain - Main Lake Central,Shelburne,16.0,LTM 16,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,Anabaena,"diatoms, Chrysophytes, green algae, cryptophyte flagellates",not tested,not tested,44.425,-73.232
07/28/2016,12:30,Lake Champlain,Champlain - Main Lake Central,Shelburne,16.0,LTM 16,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,Anabaena,"diatoms, green algae, cryptophyte flagellates, chrysophytes, Dinoflagellates, Limnothrix, unidentified cyanobacteria cells",not tested,not tested,44.425,-73.232
08/11/2016,10:00,Lake Champlain,Champlain - Main Lake Central,Shelburne,16.0,LTM 16,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Woronichinia/Coelosphaerium","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Limnothrix",not tested,not tested,44.425,-73.232
08/30/2016,Not reported,Lake Champlain,Champlain - Main Lake Central,Shelburne,16.0,LTM 16,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,,"Anabaena, Aphanizomenon, Aphanothece","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Dinoflagellates, Limnothrix, unidentified cyanobacteria cells, Snowella",not tested,not tested,44.425,-73.232
09/21/2016,12:30,Lake Champlain,Champlain - Main Lake Central,Shelburne,16.0,LTM 16,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Aphanothece, Microcystis, Radiocystis, Woronichinia/Coelosphaerium","diatoms, Chroococcus, Chrysophytes, green algae, cryptophyte flagellates, Dinoflagellates, Limnothrix, unidentified cyanobacteria cells",not tested,not tested,44.425,-73.232
10/07/2016,12:00,Lake Champlain,Champlain - Main Lake Central,Shelburne,16.0,LTM 16,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Microcystis","diatoms, Chrysophytes, cryptophyte flagellates, Dinoflagellates, Euglenophyta, green algae, Limnothrix, Romeria, unidentified cyanobacteria cells, Snowella",not tested,not tested,44.425,-73.232
06/21/2016,15:00,Lake Champlain,Champlain - Main Lake South,Ferrisburg,18.0,Long Point,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,"GPS coordinates 44°15'26""N     73°16'35""W",,Calm,,,,,44.25813489,-73.27764354
06/28/2016,16:00,Lake Champlain,Champlain - Main Lake South,Ferrisburg,18.0,Long Point,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.25813489,-73.27764354
07/13/2016,12:45,Lake Champlain,Champlain - Main Lake South,Ferrisburg,18.0,Long Point,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.25813489,-73.27764354
07/22/2016,11:00,Lake Champlain,Champlain - Main Lake South,Ferrisburg,18.0,Long Point,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.25813489,-73.27764354
07/27/2016,10:35,Lake Champlain,Champlain - Main Lake South,Ferrisburg,18.0,Long Point,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.25813489,-73.27764354
08/10/2016,13:15,Lake Champlain,Champlain - Main Lake South,Ferrisburg,18.0,Long Point,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.25813489,-73.27764354
06/16/2016,11:00,Lake Champlain,Champlain - Main Lake Central,Burlington,19.0,LTM 19,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,no potentially toxic cyanobacteria observed,"diatoms, Chrysophytes, cryptophyte flagellates, green algae, unidentified cyanobacteria cells",not tested,not tested,44.471,-73.299
07/01/2016,10:00,Lake Champlain,Champlain - Main Lake Central,Burlington,19.0,LTM 19,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,anabaena,"diatoms, Chrysophytes, green algae, cryptophyte flagellates",not tested,not tested,44.471,-73.299
07/12/2016,12:00,Lake Champlain,Champlain - Main Lake Central,Burlington,19.0,LTM 19,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Aphanothece, unidentified Oscillatoriaceae","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Dinoflagellates",not tested,not tested,44.471,-73.299
07/28/2016,10:30,Lake Champlain,Champlain - Main Lake Central,Burlington,19.0,LTM 19,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,Anabaena,"diatoms, Chrysophytes, green algae, cryptophyte flagellates, Limnothrix, unidentified cyanobacteria cells",not tested,not tested,44.471,-73.299
08/11/2016,12:00,Lake Champlain,Champlain - Main Lake Central,Burlington,19.0,LTM 19,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Aphanothece","diatoms, green algae, cryptophyte flagellates",not tested,not tested,44.471,-73.299
08/30/2016,Not reported,Lake Champlain,Champlain - Main Lake Central,Burlington,19.0,LTM 19,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,,"Anabaena, Aphanizomenon, Aphanothece, Microcystis","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Dinoflagellates, Limnothrix, unidentified cyanobacteria cells, Snowella",not tested,not tested,44.471,-73.299
09/21/2016,Not reported,Lake Champlain,Champlain - Main Lake Central,Burlington,19.0,LTM 19,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,,"Anabaena, Aphanizomenon, Aphanothece, Microcystis, Radiocystis, Woronichinia/Coelosphaerium","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Dinoflagellates, unidentified cyanobacteria cells",not tested,not tested,44.471,-73.299
10/07/2016,10:30,Lake Champlain,Champlain - Main Lake Central,Burlington,19.0,LTM 19,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Microcystis, Woronichinia/Coelosphaerium","diatoms, green algae, cryptophyte flagellates, Dinoflagellates, Limnothrix, unidentified cyanobacteria cells",not tested,not tested,44.471,-73.299
06/16/2016,13:00:00,Lake Champlain,Champlain - Main Lake Central,Burlington,21.0,LTM 21,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,White Caps,"Anabaena, Aphanizomenon","diatoms, Chrysophytes, cryptophyte flagellates, green algae, unidentified cyanobacteria cells",not tested,not tested,44.47483333,-73.23166667
07/01/2016,12:30,Lake Champlain,Champlain - Main Lake Central,Burlington,21.0,LTM 21,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,Anabaena,"diatoms, Chrysophytes, cryptophyte flagellates, green algae, unidentified cyanobacteria cells",not tested,not tested,44.47483333,-73.23166667
07/12/2016,12:00,Lake Champlain,Champlain - Main Lake Central,Burlington,21.0,LTM 21,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Microcystis, unidentified Oscillatoriaceae","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Euglenophyta",not tested,not tested,44.47483333,-73.23166667
07/28/2016,13:00:00,Lake Champlain,Champlain - Main Lake Central,Burlington,21.0,LTM 21,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Aphanothece","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Dinoflagellates, Limnothrix, unidentified cyanobacteria cells",not tested,not tested,44.47483333,-73.23166667
08/11/2016,12:00,Lake Champlain,Champlain - Main Lake Central,Burlington,21.0,LTM 21,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Dinoflagellates, Limnothrix, unidentified cyanobacteria cells",not tested,not tested,44.47483333,-73.23166667
08/30/2016,Not reported,Lake Champlain,Champlain - Main Lake Central,Burlington,21.0,LTM 21,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,,"Anabaena, Aphanizomenon, Aphanothece, Microcystis","diatoms, Chrysophytes, cryptophyte flagellates, Dinoflagellates, green algae, Limnothrix, Snowella",not tested,not tested,44.47483333,-73.23166667
09/21/2016,13:00,Lake Champlain,Champlain - Main Lake Central,Burlington,21.0,LTM 21,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Microcystis, Woronichinia/Coelosphaerium","diatoms, Chrysophytes, cryptophyte flagellates, Dinoflagellates, green algae, unidentified cyanobacteria cells",not tested,not tested,44.47483333,-73.23166667
10/07/2016,13:00,Lake Champlain,Champlain - Main Lake Central,Burlington,21.0,LTM 21,Tiered Alert - Quantitative,Routine - Biweekly,VT DEC,Generally Safe,,,Rolling,"Anabaena, Aphanizomenon, Aphanothece, Microcystis","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Dinoflagellates, unidentified cyanobacteria cells",not tested,not tested,44.47483333,-73.23166667
06/19/2016,13:25,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1c - Little or no BGA present - other material present,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,no cyanobacteria observed,"diatoms, Chrysophytes, cryptophyte flagellates, Euglenophyta",<0.16,<0.5,44.49105839,-73.24037252
06/27/2016,12:45,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,71.6,White Caps,no cyanobacteria observed,"Chrysophytes, cryptophyte flagellates, diatoms",<0.16,<0.5,44.49105839,-73.24037252
07/05/2016,13:00,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,76.1,Calm,Anabaena,"diatoms, Chrysophytes, cryptophyte flagellates, green algae",<0.16,<0.5,44.49105839,-73.24037252
07/07/2016,11:10,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,2 - BGA present - less than bloom levels (include photos),Supplemental,LCC Volunteer,Low Alert,,,Calm,,,,,44.49105839,-73.24037252
07/08/2016,08:12:00,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,,,Calm,,,,,44.49105839,-73.24037252
07/11/2016,12:30,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,76.5,Rolling,no cyanobacteria observed,"diatoms, Chrysophytes, green algae, cryptophyte flagellates",<0.16,<0.5,44.49105839,-73.24037252
07/12/2016,09:55:00,Lake Champlain,Champlain - Main Lake Central,Burlington ,22.0,North Beach,3 - BGA bloom in progress (include photos),Supplemental,LCC Volunteer,High Alert,,,Calm,,,,,44.49105839,-73.24037252
07/13/2016,13:05,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,3 - BGA bloom in progress (include photos),Supplemental,LCC Volunteer,Low Alert,"""North Beach we are opening the swim area this morning. the fringes north and south will remain closed.""",,Calm,,,,,44.49105839,-73.24037252
07/14/2016,09:42:00,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.49105839,-73.24037252
07/16/2016,09:46:00,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,3 - BGA bloom in progress (include photos),Supplemental,LCC Volunteer,Low Alert,,,Calm,,,,,44.49105839,-73.24037252
07/17/2016,09:17:00,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,,,Calm,,,,,44.49105839,-73.24037252
07/17/2016,12:17,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,2 - BGA present - less than bloom levels (include photos),Supplemental,LCC Volunteer,Low Alert,,,Calm,,,,,44.49105839,-73.24037252
07/18/2016,12:00,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,78.0,White Caps,"Anabaena, Aphanothece, unidentified Oscillatoriaceae","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Dinoflagellates, Limnothrix, unidentified cyanobacteria cells",<0.16,<0.5,44.49105839,-73.24037252
07/25/2016,11:05,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,73.3,Rolling,,,<0.16,<0.5,44.49105839,-73.24037252
07/27/2016,15:32,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,Existing,,Rolling,,,,,44.49105839,-73.24037252
07/28/2016,14:11,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,Existing,,Calm,,,,,44.49105839,-73.24037252
07/29/2016,13:33,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,Exisiting,,Rolling,,,,,44.49105839,-73.24037252
08/01/2016,12:45,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,unidentified Oscillatoriaceae,"diatoms, Chrysophytes, green algae, cryptophyte flagellates, Limnothrix",<0.16,<0.5,44.49105839,-73.24037252
08/08/2016,13:00,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,"diatoms, Chrysophytes, green algae, cryptophyte flagellates, unidentified cyanobacteria cells, unidentified cyanobacteria trichome",<0.16,<0.5,44.49105839,-73.24037252
08/15/2016,12:45,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,no cyanobacteria present,"Chrysophytes, green algae, cryptophyte flagellates",<0.16,<0.5,44.49105839,-73.24037252
08/22/2016,12:45,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,73.7,Rolling,No cyanobacteria observed,"Chrysophytes, green algae, cryptophyte flagellates, diatoms",<0.16,<0.5,44.49105839,-73.24037252
08/29/2016,12:20,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,75.6,Rolling,"Anabaena, Aphanothece, Radiocystis","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Romeria",<0.16,<0.5,44.49105839,-73.24037252
09/06/2016,13:10,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,75.7,Rolling,"Aphanothece, Komvophoron spp.","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Limnothrix, unidentified cyanobacteria cells, Snowella",<0.16,<0.5,44.49105839,-73.24037252
09/13/2016,13:35,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,74.8,White Caps,"Anabaena, Aphanothece","diatoms, Chrysophytes, green algae, cryptophyte flagellates, Limnothrix",<0.16,<0.5,44.49105839,-73.24037252
09/20/2016,14:35,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,White Caps,,,,,44.49105839,-73.24037252
10/05/2016,09:17:00,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,2 - BGA present - less than bloom levels (include photos),Supplemental,LCC Volunteer,Low Alert,Existing ,,Calm,,,,,44.49105839,-73.24037252
10/06/2016,10:00,Lake Champlain,Champlain - Main Lake Central,Burlington,22.0,North Beach,1a - Little or no BGA present - clear water,Supplemental,VDH,Generally Safe,,,Calm,,,,,44.49105839,-73.24037252
06/27/2016,13:45,Lake Champlain,Champlain - Inland Sea,North Hero,23.0,North Hero State Park,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.92175355,-73.24078345
07/05/2016,12:05,Lake Champlain,Champlain - Inland Sea,North Hero,23.0,North Hero State Park,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.92175355,-73.24078345
07/12/2016,12:30,Lake Champlain,Champlain - Inland Sea,North Hero,23.0,North Hero State Park,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,44.92175355,-73.24078345
07/19/2016,13:45,Lake Champlain,Champlain - Inland Sea,North Hero,23.0,North Hero State Park,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.92175355,-73.24078345
07/26/2016,15:45,Lake Champlain,Champlain - Inland Sea,North Hero,23.0,North Hero State Park,1a - Little or no BGA present - clear water,Routine - Weekly,LCC Volunteer,Generally Safe,Lots of green algae on bottom of lake and on rocks,,Calm,,,,,44.92175355,-73.24078345
08/02/2016,17:30,Lake Champlain,Champlain - Inland Sea,North Hero,23.0,North Hero State Park,1d - Little BGA present - recreation not impaired,Supplemental,LCC Volunteer,Generally Safe,Not sure if category should be 1 d or 2 - see pictures ,,Calm,,,,,44.92175355,-73.24078345
08/02/2016,11:45,Lake Champlain,Champlain - Inland Sea,North Hero,23.0,North Hero State Park,1d - Little BGA present - recreation not impaired,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,44.92175355,-73.24078345
08/03/2016,10:00,Lake Champlain,Champlain - Inland Sea,North Hero,23.0,North Hero State Park,1a - Little or no BGA present - clear water,Supplemental,LCC Volunteer,Generally Safe,Existing site ,,Rolling,,,,,44.92175355,-73.24078345
08/04/2016,13:00:00,Lake Champlain,Champlain - Inland Sea,North Hero,23.0,North Hero State Park,1c - Little or no BGA present - other material present,Supplemental,LCC Volunteer,Generally Safe,Tiny green dots still visible ,,Rolling,,,,,44.92175355,-73.24078345
