vct_report_date,vct_region,vct_water_surface,vct_water_temp,vct_anabaena,vct_aphanizomenon,vct_microcystin,vct_oscillatoria,vct_day_of_year
2016-05-02,Inland Sea,,,,,,,122
2016-05-03,Inland Sea,,,,,,,123
2016-05-04,Inland Sea,,,,,,,124
2016-05-05,Inland Sea,,,,,,,125
2016-05-06,Inland Sea,,,,,,,126
2016-05-07,Inland Sea,,,,,,,127
2016-05-08,Inland Sea,,,,,,,128
2016-05-09,Inland Sea,,,,,,,129
2016-05-10,Inland Sea,,,,,,,130
2016-05-11,Inland Sea,,,,,,,131
2016-05-12,Inland Sea,,,,,,,132
2016-05-13,Inland Sea,,,,,,,133
2016-05-14,Inland Sea,,,,,,,134
2016-05-15,Inland Sea,,,,,,,135
2016-05-16,Inland Sea,,,,,,,136
2016-05-17,Inland Sea,,,,,,,137
2016-05-18,Inland Sea,,,,,,,138
2016-05-19,Inland Sea,,,,,,,139
2016-05-20,Inland Sea,,,,,,,140
2016-05-21,Inland Sea,,,,,,,141
2016-05-22,Inland Sea,,,,,,,142
2016-05-23,Inland Sea,,,,,,,143
2016-05-24,Inland Sea,,,,,,,144
2016-05-25,Inland Sea,,,,,,,145
2016-05-26,Inland Sea,,,,,,,146
2016-05-27,Inland Sea,,,,,,,147
2016-05-28,Inland Sea,,,,,,,148
2016-05-29,Inland Sea,,,,,,,149
2016-05-30,Inland Sea,,,,,,,150
2016-05-31,Inland Sea,,,,,,,151
2016-06-01,Inland Sea,,,,,,,152
2016-06-02,Inland Sea,,,,,,,153
2016-06-03,Inland Sea,,,,,,,154
2016-06-04,Inland Sea,,,,,,,155
2016-06-05,Inland Sea,,,,,,,156
2016-06-06,Inland Sea,,,,,,,157
2016-06-07,Inland Sea,,,,,,,158
2016-06-08,Inland Sea,,,,,,,159
2016-06-09,Inland Sea,,,,,,,160
2016-06-10,Inland Sea,,,,,,,161
2016-06-11,Inland Sea,,,,,,,162
2016-06-12,Inland Sea,,,,,,,163
2016-06-13,Inland Sea,,,,,,,164
2016-06-14,Inland Sea,,,,,,,165
2016-06-15,Inland Sea,,,,,,,166
2016-06-16,Inland Sea,,,,,,,167
2016-06-17,Inland Sea,,,,,,,168
2016-06-18,Inland Sea,,,,,,,169
2016-06-19,Inland Sea,1.0,,0.0,0.0,0.0,0.0,170
2016-06-20,Inland Sea,1.0,72.8,0.0,0.0,0.0,0.0,171
2016-06-21,Inland Sea,0.7777777777777778,69.9,0.0,0.0,0.0,0.0,172
2016-06-22,Inland Sea,0.8333333333333333,70.11666666666666,0.0,0.0,0.0,0.0,173
2016-06-23,Inland Sea,0.8333333333333333,70.11666666666666,0.0,0.0,0.0,0.0,174
2016-06-24,Inland Sea,0.6666666666666666,71.6375,0.0,0.0,0.0,0.0,175
2016-06-25,Inland Sea,0.5555555555555555,71.6375,0.0,0.0,0.0,0.0,176
2016-06-26,Inland Sea,0.47222222222222215,71.72999999999999,0.0,0.0,0.0,0.0,177
2016-06-27,Inland Sea,0.38888888888888884,73.36999999999999,0.0,0.0,0.0,0.0,178
2016-06-28,Inland Sea,0.4583333333333333,73.57,0.0,0.0,0.0,0.0,179
2016-06-29,Inland Sea,0.4583333333333333,74.32499999999999,0.0,0.0,0.0,0.0,180
2016-06-30,Inland Sea,0.4642857142857143,73.37333333333332,1.0,0.0,1.0,0.0,181
2016-07-01,Inland Sea,0.5357142857142857,73.69333333333333,1.0,0.0,1.0,0.0,182
2016-07-02,Inland Sea,0.6071428571428571,73.69333333333333,1.0,0.0,1.0,0.0,183
2016-07-03,Inland Sea,0.75,73.08333333333334,1.0,0.0,1.0,0.0,184
2016-07-04,Inland Sea,0.75,71.48333333333333,1.0,0.0,1.0,0.0,185
2016-07-05,Inland Sea,0.7857142857142857,72.08333333333334,1.0,0.0,1.0,0.0,186
2016-07-06,Inland Sea,0.7285714285714285,72.15694444444445,1.0,0.0,1.0,0.0,187
2016-07-07,Inland Sea,0.7047619047619048,72.64583333333333,0.0,0.0,0.0,0.0,188
2016-07-08,Inland Sea,0.7388888888888889,71.615,0.0,0.0,0.0,0.0,189
2016-07-09,Inland Sea,0.7111111111111111,71.615,0.0,0.0,0.0,0.0,190
2016-07-10,Inland Sea,0.4611111111111111,71.825,0.0,0.0,0.0,0.0,191
2016-07-11,Inland Sea,0.37777777777777777,71.53125,0.0,0.0,0.0,0.0,192
2016-07-12,Inland Sea,0.2111111111111111,73.43124999999999,0.0,0.0,0.0,0.0,193
2016-07-13,Inland Sea,0.23611111111111108,74.45833333333334,0.0,0.0,0.0,0.0,194
2016-07-14,Inland Sea,0.34722222222222215,76.14583333333334,0.0,0.0,0.0,0.0,195
2016-07-15,Inland Sea,0.4404761904761904,76.14583333333334,0.0,0.0,0.0,0.0,196
2016-07-16,Inland Sea,0.39285714285714285,76.14583333333334,0.0,0.0,0.0,0.0,197
2016-07-17,Inland Sea,0.39285714285714285,77.67083333333333,0.0,0.0,0.0,0.0,198
2016-07-18,Inland Sea,0.39285714285714285,77.89666666666668,0.0,0.0,0.0,0.0,199
2016-07-19,Inland Sea,0.6785714285714286,77.17666666666666,0.0,0.0,0.0,0.0,200
2016-07-20,Inland Sea,0.6571428571428571,77.45,1.0,0.0,0.0,0.0,201
2016-07-21,Inland Sea,0.5142857142857142,76.32000000000001,1.0,0.0,0.0,0.0,202
2016-07-22,Inland Sea,0.5142857142857142,76.32000000000001,1.0,0.0,0.0,0.0,203
2016-07-23,Inland Sea,0.6571428571428571,76.32000000000001,1.0,0.0,0.0,0.0,204
2016-07-24,Inland Sea,0.7285714285714285,75.47999999999999,1.0,0.0,0.0,0.0,205
2016-07-25,Inland Sea,0.7999999999999999,75.7,1.0,0.0,0.0,0.0,206
2016-07-26,Inland Sea,0.5857142857142856,75.875,1.0,0.0,0.0,0.0,207
2016-07-27,Inland Sea,0.5714285714285714,75.96666666666667,0.0,0.0,0.0,0.0,208
2016-07-28,Inland Sea,0.6428571428571429,76.97916666666667,0.0,0.0,0.0,0.0,209
2016-07-29,Inland Sea,0.49999999999999994,75.98333333333333,0.0,0.0,0.0,0.0,210
2016-07-30,Inland Sea,0.49999999999999994,75.98333333333333,0.0,0.0,0.0,0.0,211
2016-07-31,Inland Sea,0.47619047619047616,77.08333333333334,0.0,0.0,0.0,0.0,212
2016-08-01,Inland Sea,0.4047619047619047,76.52333333333333,0.0,0.0,0.0,0.0,213
2016-08-02,Inland Sea,0.3333333333333333,76.4361111111111,0.0,0.0,0.0,0.0,214
2016-08-03,Inland Sea,0.3095238095238094,76.05,1.0,0.0,0.0,0.0,215
2016-08-04,Inland Sea,0.35238095238095235,77.57,1.0,0.0,0.0,0.0,216
2016-08-05,Inland Sea,0.4476190476190475,79.05,1.0,0.0,0.0,0.0,217
2016-08-06,Inland Sea,0.4476190476190475,79.05,1.0,0.0,0.0,0.0,218
2016-08-07,Inland Sea,0.39999999999999997,79.4375,1.0,0.0,0.0,0.0,219
2016-08-08,Inland Sea,0.39999999999999997,80.21666666666668,1.0,0.0,0.0,0.0,220
2016-08-09,Inland Sea,0.43571428571428567,79.38333333333334,1.0,0.0,0.0,0.0,221
2016-08-10,Inland Sea,0.38809523809523805,79.85416666666667,0.0,0.0,0.0,0.0,222
2016-08-11,Inland Sea,0.3452380952380952,77.21666666666667,0.0,0.0,0.0,0.0,223
2016-08-12,Inland Sea,0.24999999999999997,76.48888888888888,0.0,0.0,0.0,0.0,224
2016-08-13,Inland Sea,0.39285714285714285,76.48888888888888,0.0,0.0,0.0,0.0,225
2016-08-14,Inland Sea,0.39285714285714285,76.48888888888888,0.0,0.0,0.0,0.0,226
2016-08-15,Inland Sea,0.39285714285714285,76.44166666666666,0.0,0.0,0.0,0.0,227
2016-08-16,Inland Sea,0.35714285714285715,78.06666666666666,0.0,0.0,0.0,0.0,228
2016-08-17,Inland Sea,0.4642857142857143,76.825,0.0,0.0,0.0,0.0,229
2016-08-18,Inland Sea,0.39285714285714285,76.75,0.0,0.0,0.0,0.0,230
2016-08-19,Inland Sea,0.5357142857142857,76.75,1.0,0.0,1.0,0.0,231
2016-08-20,Inland Sea,0.25,76.75,1.0,0.0,1.0,0.0,232
2016-08-21,Inland Sea,0.2916666666666667,76.75,1.0,0.0,1.0,0.0,233
2016-08-22,Inland Sea,0.625,76.89999999999999,1.0,0.0,1.0,0.0,234
2016-08-23,Inland Sea,0.7916666666666666,74.68333333333334,1.0,0.0,1.0,0.0,235
2016-08-24,Inland Sea,0.9444444444444445,73.875,1.0,0.0,1.0,0.0,236
2016-08-25,Inland Sea,1.027777777777778,77.55,1.0,0.0,1.0,0.0,237
2016-08-26,Inland Sea,0.8611111111111112,77.55,0.0,0.0,0.0,0.0,238
2016-08-27,Inland Sea,0.9444444444444445,77.55,0.0,0.0,0.0,0.0,239
2016-08-28,Inland Sea,0.9444444444444445,77.55,0.0,0.0,0.0,0.0,240
2016-08-29,Inland Sea,0.6111111111111112,76.60000000000001,0.0,0.0,0.0,0.0,241
2016-08-30,Inland Sea,0.6527777777777778,77.48333333333333,0.0,0.0,0.0,0.0,242
2016-08-31,Inland Sea,0.5416666666666666,76.8625,0.0,0.0,0.0,0.0,243
2016-09-01,Inland Sea,0.625,75.23333333333333,0.0,0.0,0.0,0.0,244
2016-09-02,Inland Sea,0.7083333333333334,75.625,0.0,0.0,0.0,0.0,245
2016-09-03,Inland Sea,0.75,75.625,0.0,0.0,0.0,0.0,246
2016-09-04,Inland Sea,0.625,75.34,0.0,0.0,0.0,0.0,247
2016-09-05,Inland Sea,0.75,75.5,0.0,0.0,0.0,0.0,248
2016-09-06,Inland Sea,0.7,75.5,0.0,0.0,0.0,0.0,249
2016-09-07,Inland Sea,0.5,77.28750000000001,0.0,0.0,0.0,0.0,250
2016-09-08,Inland Sea,0.37500000000000006,77.28750000000001,0.0,0.0,0.0,0.0,251
2016-09-09,Inland Sea,0.3333333333333334,77.45,0.0,0.0,0.0,0.0,252
2016-09-10,Inland Sea,0.3333333333333334,77.45,0.0,0.0,0.0,0.0,253
2016-09-11,Inland Sea,0.6666666666666666,79.01666666666667,0.0,0.0,0.0,0.0,254
2016-09-12,Inland Sea,0.6666666666666666,79.01666666666667,0.0,0.0,0.0,0.0,255
2016-09-13,Inland Sea,0.5,79.65000000000002,0.0,0.0,0.0,0.0,256
2016-09-14,Inland Sea,1.1666666666666667,78.4,0.0,0.0,0.0,0.0,257
2016-09-15,Inland Sea,1.1666666666666667,78.4,0.0,0.0,0.0,0.0,258
2016-09-16,Inland Sea,1.1666666666666667,78.4,0.0,0.0,0.0,0.0,259
2016-09-17,Inland Sea,1.1666666666666667,78.4,0.0,0.0,0.0,0.0,260
2016-09-18,Inland Sea,1.3333333333333333,74.275,0.0,0.0,0.0,0.0,261
2016-09-19,Inland Sea,1.0,74.275,0.0,0.0,0.0,0.0,262
2016-09-20,Inland Sea,0.9583333333333334,74.60000000000001,0.0,0.0,0.0,0.0,263
2016-09-21,Inland Sea,0.6111111111111112,74.60000000000001,0.0,0.0,0.0,0.0,264
2016-09-22,Inland Sea,0.6111111111111112,74.60000000000001,0.0,0.0,0.0,0.0,265
2016-09-23,Inland Sea,0.6111111111111112,74.60000000000001,0.0,0.0,0.0,0.0,266
2016-09-24,Inland Sea,0.6111111111111112,74.60000000000001,0.0,0.0,0.0,0.0,267
2016-09-25,Inland Sea,0.16666666666666674,78.55000000000001,0.0,0.0,0.0,0.0,268
2016-09-26,Inland Sea,0.6666666666666666,71.25,0.0,0.0,0.0,0.0,269
2016-09-27,Inland Sea,1.0,63.95,0.0,0.0,0.0,0.0,270
2016-09-28,Inland Sea,0.75,65.5,0.0,0.0,0.0,0.0,271
2016-09-29,Inland Sea,0.5,65.5,1.0,0.0,0.0,0.0,272
2016-09-30,Inland Sea,0.5,65.5,1.0,0.0,0.0,0.0,273
2016-10-01,Inland Sea,0.5,65.5,1.0,0.0,0.0,0.0,274
2016-10-02,Inland Sea,0.375,65.66666666666667,1.0,0.0,0.0,0.0,275
2016-10-03,Inland Sea,0.16666666666666666,66.525,1.0,0.0,0.0,0.0,276
2016-10-04,Inland Sea,0.16666666666666666,66.525,1.0,0.0,0.0,0.0,277
2016-10-05,Inland Sea,0.0,66.0,1.0,0.0,0.0,0.0,278
2016-10-06,Inland Sea,0.0,66.0,0.0,0.0,0.0,0.0,279
2016-10-07,Inland Sea,0.0,66.0,0.0,0.0,0.0,0.0,280
2016-10-08,Inland Sea,0.0,66.0,0.0,0.0,0.0,0.0,281
2016-10-09,Inland Sea,,,,,,,282
2016-10-10,Inland Sea,,,,,,,283
2016-10-11,Inland Sea,,,,,,,284
2016-10-12,Inland Sea,,,,,,,285
2016-10-13,Inland Sea,,,,,,,286
2016-10-14,Inland Sea,,,,,,,287
2016-10-15,Inland Sea,1.0,,0.0,0.0,0.0,0.0,288
2016-10-16,Inland Sea,1.0,,0.0,0.0,0.0,0.0,289
2016-10-17,Inland Sea,1.0,,0.0,0.0,0.0,0.0,290
2016-10-18,Inland Sea,1.0,,0.0,0.0,0.0,0.0,291
2016-10-19,Inland Sea,1.0,,0.0,0.0,0.0,0.0,292
2016-10-20,Inland Sea,1.0,,1.0,1.0,0.0,0.0,293
2016-10-21,Inland Sea,1.0,,1.0,1.0,0.0,0.0,294
2016-10-22,Inland Sea,,,1.0,1.0,0.0,0.0,295
2016-10-23,Inland Sea,,,1.0,1.0,0.0,0.0,296
2016-10-24,Inland Sea,,,1.0,1.0,0.0,0.0,297
2016-10-25,Inland Sea,,,1.0,1.0,0.0,0.0,298
2016-10-26,Inland Sea,,,1.0,1.0,0.0,0.0,299
2016-10-27,Inland Sea,,,,,,,300
2016-10-28,Inland Sea,,,,,,,301
2016-10-29,Inland Sea,,,,,,,302
2016-10-30,Inland Sea,,,,,,,303
2016-10-31,Inland Sea,,,,,,,304
2016-11-01,Inland Sea,,,,,,,305
2016-11-02,Inland Sea,,,,,,,306
2016-11-03,Inland Sea,,,,,,,307
2016-11-04,Inland Sea,,,,,,,308
2016-11-05,Inland Sea,,,,,,,309
2016-11-06,Inland Sea,,,,,,,310
2016-11-07,Inland Sea,,,,,,,311
2016-11-08,Inland Sea,,,,,,,312
2016-11-09,Inland Sea,,,,,,,313
2016-11-10,Inland Sea,,,,,,,314
2016-11-11,Inland Sea,,,,,,,315
2016-11-12,Inland Sea,,,,,,,316
2016-11-13,Inland Sea,,,,,,,317
2016-11-14,Inland Sea,,,,,,,318
2016-11-15,Inland Sea,,,,,,,319
2016-11-16,Inland Sea,,,,,,,320
2016-11-17,Inland Sea,,,,,,,321
2016-11-18,Inland Sea,,,,,,,322
2016-11-19,Inland Sea,,,,,,,323
2016-11-20,Inland Sea,,,,,,,324
2016-11-21,Inland Sea,,,,,,,325
2016-11-22,Inland Sea,,,,,,,326
2016-11-23,Inland Sea,,,,,,,327
2016-11-24,Inland Sea,,,,,,,328
2016-11-25,Inland Sea,,,,,,,329
2016-11-26,Inland Sea,,,,,,,330
2016-11-27,Inland Sea,,,,,,,331
2016-11-28,Inland Sea,,,,,,,332
2016-11-29,Inland Sea,,,,,,,333
2016-11-30,Inland Sea,,,,,,,334
2016-12-01,Inland Sea,,,,,,,335
2016-12-02,Inland Sea,,,,,,,336
2016-12-03,Inland Sea,,,,,,,337
2016-12-04,Inland Sea,,,,,,,338
2016-12-05,Inland Sea,,,,,,,339
2016-12-06,Inland Sea,,,,,,,340
2016-12-07,Inland Sea,,,,,,,341
2016-12-08,Inland Sea,,,,,,,342
2016-12-09,Inland Sea,,,,,,,343
2016-12-10,Inland Sea,,,,,,,344
2016-12-11,Inland Sea,,,,,,,345
2016-12-12,Inland Sea,,,,,,,346
2016-12-13,Inland Sea,,,,,,,347
2016-12-14,Inland Sea,,,,,,,348
2016-12-15,Inland Sea,,,,,,,349
2016-12-16,Inland Sea,,,,,,,350
2016-12-17,Inland Sea,,,,,,,351
2016-12-18,Inland Sea,,,,,,,352
2016-12-19,Inland Sea,,,,,,,353
2016-12-20,Inland Sea,,,,,,,354
2016-12-21,Inland Sea,,,,,,,355
2016-12-22,Inland Sea,,,,,,,356
2016-12-23,Inland Sea,,,,,,,357
2016-12-24,Inland Sea,,,,,,,358
2016-12-25,Inland Sea,,,,,,,359
2016-12-26,Inland Sea,,,,,,,360
2016-12-27,Inland Sea,,,,,,,361
2016-12-28,Inland Sea,,,,,,,362
2016-12-29,Inland Sea,,,,,,,363
2016-12-30,Inland Sea,,,,,,,364
2016-12-31,Inland Sea,,,,,,,365
2017-01-01,Inland Sea,,,,,,,0
2017-01-02,Inland Sea,,,,,,,1
2017-01-03,Inland Sea,,,,,,,2
2017-01-04,Inland Sea,,,,,,,3
2017-01-05,Inland Sea,,,,,,,4
2017-01-06,Inland Sea,,,,,,,5
2017-01-07,Inland Sea,,,,,,,6
2017-01-08,Inland Sea,,,,,,,7
2017-01-09,Inland Sea,,,,,,,8
2017-01-10,Inland Sea,,,,,,,9
2017-01-11,Inland Sea,,,,,,,10
2017-01-12,Inland Sea,,,,,,,11
2017-01-13,Inland Sea,,,,,,,12
2017-01-14,Inland Sea,,,,,,,13
2017-01-15,Inland Sea,,,,,,,14
2017-01-16,Inland Sea,,,,,,,15
2017-01-17,Inland Sea,,,,,,,16
2017-01-18,Inland Sea,,,,,,,17
2017-01-19,Inland Sea,,,,,,,18
2017-01-20,Inland Sea,,,,,,,19
2017-01-21,Inland Sea,,,,,,,20
2017-01-22,Inland Sea,,,,,,,21
2017-01-23,Inland Sea,,,,,,,22
2017-01-24,Inland Sea,,,,,,,23
2017-01-25,Inland Sea,,,,,,,24
2017-01-26,Inland Sea,,,,,,,25
2017-01-27,Inland Sea,,,,,,,26
2017-01-28,Inland Sea,,,,,,,27
2017-01-29,Inland Sea,,,,,,,28
2017-01-30,Inland Sea,,,,,,,29
2017-01-31,Inland Sea,,,,,,,30
2017-02-01,Inland Sea,,,,,,,31
2017-02-02,Inland Sea,,,,,,,32
2017-02-03,Inland Sea,,,,,,,33
2017-02-04,Inland Sea,,,,,,,34
2017-02-05,Inland Sea,,,,,,,35
2017-02-06,Inland Sea,,,,,,,36
2017-02-07,Inland Sea,,,,,,,37
2017-02-08,Inland Sea,,,,,,,38
2017-02-09,Inland Sea,,,,,,,39
2017-02-10,Inland Sea,,,,,,,40
2017-02-11,Inland Sea,,,,,,,41
2017-02-12,Inland Sea,,,,,,,42
2017-02-13,Inland Sea,,,,,,,43
2017-02-14,Inland Sea,,,,,,,44
2017-02-15,Inland Sea,,,,,,,45
2017-02-16,Inland Sea,,,,,,,46
2017-02-17,Inland Sea,,,,,,,47
2017-02-18,Inland Sea,,,,,,,48
2017-02-19,Inland Sea,,,,,,,49
2017-02-20,Inland Sea,,,,,,,50
2017-02-21,Inland Sea,,,,,,,51
2017-02-22,Inland Sea,,,,,,,52
2017-02-23,Inland Sea,,,,,,,53
2017-02-24,Inland Sea,,,,,,,54
2017-02-25,Inland Sea,,,,,,,55
2017-02-26,Inland Sea,,,,,,,56
2017-02-27,Inland Sea,,,,,,,57
2017-02-28,Inland Sea,,,,,,,58
2017-03-01,Inland Sea,,,,,,,59
2017-03-02,Inland Sea,,,,,,,60
2017-03-03,Inland Sea,,,,,,,61
2017-03-04,Inland Sea,,,,,,,62
2017-03-05,Inland Sea,,,,,,,63
2017-03-06,Inland Sea,,,,,,,64
2017-03-07,Inland Sea,,,,,,,65
2017-03-08,Inland Sea,,,,,,,66
2017-03-09,Inland Sea,,,,,,,67
2017-03-10,Inland Sea,,,,,,,68
2017-03-11,Inland Sea,,,,,,,69
2017-03-12,Inland Sea,,,,,,,70
2017-03-13,Inland Sea,,,,,,,71
2017-03-14,Inland Sea,,,,,,,72
2017-03-15,Inland Sea,,,,,,,73
2017-03-16,Inland Sea,,,,,,,74
2017-03-17,Inland Sea,,,,,,,75
2017-03-18,Inland Sea,,,,,,,76
2017-03-19,Inland Sea,,,,,,,77
2017-03-20,Inland Sea,,,,,,,78
2017-03-21,Inland Sea,,,,,,,79
2017-03-22,Inland Sea,,,,,,,80
2017-03-23,Inland Sea,,,,,,,81
2017-03-24,Inland Sea,,,,,,,82
2017-03-25,Inland Sea,,,,,,,83
2017-03-26,Inland Sea,,,,,,,84
2017-03-27,Inland Sea,,,,,,,85
2017-03-28,Inland Sea,,,,,,,86
2017-03-29,Inland Sea,,,,,,,87
2017-03-30,Inland Sea,,,,,,,88
2017-03-31,Inland Sea,,,,,,,89
2017-04-01,Inland Sea,,,,,,,90
2017-04-02,Inland Sea,,,,,,,91
2017-04-03,Inland Sea,,,,,,,92
2017-04-04,Inland Sea,,,,,,,93
2017-04-05,Inland Sea,,,,,,,94
2017-04-06,Inland Sea,,,,,,,95
2017-04-07,Inland Sea,,,,,,,96
2017-04-08,Inland Sea,,,,,,,97
2017-04-09,Inland Sea,,,,,,,98
2017-04-10,Inland Sea,,,,,,,99
2017-04-11,Inland Sea,,,,,,,100
2017-04-12,Inland Sea,,,,,,,101
2017-04-13,Inland Sea,,,,,,,102
2017-04-14,Inland Sea,,,,,,,103
2017-04-15,Inland Sea,,,,,,,104
2017-04-16,Inland Sea,,,,,,,105
2017-04-17,Inland Sea,,,,,,,106
2017-04-18,Inland Sea,,,,,,,107
2017-04-19,Inland Sea,,,,,,,108
2017-04-20,Inland Sea,,,,,,,109
2017-04-21,Inland Sea,,,,,,,110
2017-04-22,Inland Sea,,,,,,,111
2017-04-23,Inland Sea,,,,,,,112
2017-04-24,Inland Sea,,,,,,,113
2017-04-25,Inland Sea,,,,,,,114
2017-04-26,Inland Sea,,,,,,,115
2017-04-27,Inland Sea,,,,,,,116
2017-04-28,Inland Sea,,,,,,,117
2017-04-29,Inland Sea,,,,,,,118
2017-04-30,Inland Sea,,,,,,,119
2017-05-01,Inland Sea,,,,,,,120
2017-05-02,Inland Sea,,,,,,,121
2017-05-03,Inland Sea,,,,,,,122
2017-05-04,Inland Sea,,,,,,,123
2017-05-05,Inland Sea,,,,,,,124
2017-05-06,Inland Sea,,,,,,,125
2017-05-07,Inland Sea,,,,,,,126
2017-05-08,Inland Sea,,,,,,,127
2017-05-09,Inland Sea,,,,,,,128
2017-05-10,Inland Sea,,,,,,,129
2017-05-11,Inland Sea,,,,,,,130
2017-05-12,Inland Sea,,,,,,,131
2017-05-13,Inland Sea,,,,,,,132
2017-05-14,Inland Sea,,,,,,,133
2017-05-15,Inland Sea,,,,,,,134
2017-05-16,Inland Sea,,,,,,,135
2017-05-17,Inland Sea,,,,,,,136
2017-05-18,Inland Sea,,,,,,,137
2017-05-19,Inland Sea,,,,,,,138
2017-05-20,Inland Sea,,,,,,,139
2017-05-21,Inland Sea,,,,,,,140
2017-05-22,Inland Sea,,,,,,,141
2017-05-23,Inland Sea,,,,,,,142
2017-05-24,Inland Sea,,,,,,,143
2017-05-25,Inland Sea,,,,,,,144
2017-05-26,Inland Sea,,,,,,,145
2017-05-27,Inland Sea,,,,,,,146
2017-05-28,Inland Sea,,,,,,,147
2017-05-29,Inland Sea,,,,,,,148
2017-05-30,Inland Sea,,,,,,,149
2017-05-31,Inland Sea,,,,,,,150
2017-06-01,Inland Sea,,,,,,,151
2017-06-02,Inland Sea,,,,,,,152
2017-06-03,Inland Sea,1.0,,0.0,0.0,0.0,0.0,153
2017-06-04,Inland Sea,1.0,,0.0,0.0,0.0,0.0,154
2017-06-05,Inland Sea,1.0,,0.0,0.0,0.0,0.0,155
2017-06-06,Inland Sea,1.0,,0.0,0.0,0.0,0.0,156
2017-06-07,Inland Sea,1.0,,0.0,0.0,0.0,0.0,157
2017-06-08,Inland Sea,1.0,,0.0,0.0,0.0,0.0,158
2017-06-09,Inland Sea,1.0,,0.0,0.0,0.0,0.0,159
2017-06-10,Inland Sea,,,,,,,160
2017-06-11,Inland Sea,,,,,,,161
2017-06-12,Inland Sea,,,,,,,162
2017-06-13,Inland Sea,,,,,,,163
2017-06-14,Inland Sea,,,,,,,164
2017-06-15,Inland Sea,,,,,,,165
2017-06-16,Inland Sea,0.0,,1.0,0.0,0.0,0.0,166
2017-06-17,Inland Sea,0.0,,1.0,0.0,0.0,0.0,167
2017-06-18,Inland Sea,0.0,,1.0,0.0,0.0,0.0,168
2017-06-19,Inland Sea,0.0,,1.0,0.0,0.0,0.0,169
2017-06-20,Inland Sea,0.0,60.0,1.0,0.0,0.0,0.0,170
2017-06-21,Inland Sea,0.0,60.0,1.0,0.0,0.0,0.0,171
2017-06-22,Inland Sea,0.16666666666666666,60.0,1.0,0.0,0.0,0.0,172
2017-06-23,Inland Sea,0.5,64.05,0.0,0.0,0.0,0.0,173
2017-06-24,Inland Sea,0.375,66.46666666666665,0.0,0.0,0.0,0.0,174
2017-06-25,Inland Sea,0.3,68.375,0.0,0.0,0.0,0.0,175
2017-06-26,Inland Sea,0.3,68.375,0.0,0.0,0.0,0.0,176
2017-06-27,Inland Sea,0.36666666666666664,70.375,0.0,0.0,0.0,0.0,177
2017-06-28,Inland Sea,0.47222222222222215,69.7,1.0,0.0,0.0,0.0,178
2017-06-29,Inland Sea,0.47222222222222215,69.53333333333333,1.0,0.0,0.0,0.0,179
2017-06-30,Inland Sea,0.5277777777777778,69.47777777777777,1.0,0.0,0.0,0.0,180
2017-07-01,Inland Sea,0.5277777777777778,69.42777777777778,1.0,0.0,0.0,0.0,181
2017-07-02,Inland Sea,0.6944444444444443,68.92777777777778,1.0,0.0,0.0,0.0,182
2017-07-03,Inland Sea,0.5952380952380951,68.92777777777778,1.0,0.0,0.0,0.0,183
2017-07-04,Inland Sea,0.6904761904761905,69.09444444444445,1.0,0.0,0.0,0.0,184
2017-07-05,Inland Sea,0.6388888888888888,69.51333333333334,0.0,0.0,0.0,0.0,185
2017-07-06,Inland Sea,0.5555555555555555,69.47333333333333,0.0,0.0,0.0,0.0,186
2017-07-07,Inland Sea,0.47222222222222227,70.724,0.0,0.0,0.0,0.0,187
2017-07-08,Inland Sea,0.5666666666666667,70.655,0.0,0.0,0.0,0.0,188
2017-07-09,Inland Sea,0.4666666666666667,70.955,0.0,0.0,0.0,0.0,189
2017-07-10,Inland Sea,0.4666666666666667,70.955,0.0,0.0,0.0,0.0,190
2017-07-11,Inland Sea,0.2666666666666667,71.205,0.0,0.0,0.0,0.0,191
2017-07-12,Inland Sea,0.3888888888888889,70.564,0.0,0.0,0.0,0.0,192
2017-07-13,Inland Sea,0.5,71.08,0.0,0.0,0.0,0.0,193
2017-07-14,Inland Sea,0.42777777777777776,69.2125,0.0,0.0,0.0,0.0,194
2017-07-15,Inland Sea,0.36666666666666664,69.27000000000001,0.0,0.0,0.0,0.0,195
2017-07-16,Inland Sea,0.3444444444444444,68.5125,0.0,0.0,0.0,0.0,196
2017-07-17,Inland Sea,0.3444444444444444,69.78999999999999,0.0,0.0,0.0,0.0,197
2017-07-18,Inland Sea,0.3444444444444444,69.28999999999999,0.0,0.0,0.0,0.0,198
2017-07-19,Inland Sea,0.3444444444444444,69.99,0.0,0.0,0.0,0.0,199
2017-07-20,Inland Sea,0.2333333333333333,71.625,0.0,0.0,0.0,0.0,200
2017-07-21,Inland Sea,0.16666666666666666,73.70833333333333,0.0,0.0,0.0,0.0,201
2017-07-22,Inland Sea,0.16666666666666666,75.10833333333333,0.0,0.0,0.0,0.0,202
2017-07-23,Inland Sea,0.14285714285714285,75.09285714285716,0.0,0.0,0.0,0.0,203
2017-07-24,Inland Sea,0.16666666666666666,75.12500000000001,0.0,0.0,0.0,0.0,204
2017-07-25,Inland Sea,0.19999999999999998,76.65,0.0,0.0,0.0,0.0,205
2017-07-26,Inland Sea,0.06666666666666664,76.35,0.0,0.0,0.0,0.0,206
2017-07-27,Inland Sea,0.3333333333333333,75.40333333333334,0.0,0.0,0.0,0.0,207
2017-07-28,Inland Sea,0.5619047619047619,73.94000000000001,0.0,0.0,0.0,0.0,208
