Report Date,Report Time,Waterbody,Region,Municipality,Site,Station,Bloom Intensity,ApproximateShoreLengthOfBloom,ApproximateOffShoreLengthBloom,Report Frequency,Affiliation,Web Status,Details,Water Temperature,Water Surface,CyanoTaxa,Density,OtherTaxa,Plankton_Sampling_Method,Microcystin,Anatoxin,CYN_uGL,Latitude,Longitude
7/12/2022,12:42 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Staff,Generally Safe,"green algae, american eel grass, and duckweed present",,White Caps,,,,,,,,44.4910674,-73.24037393
7/17/2022,1:40 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,3 - Cyano bloom in progress (include photos),50 feet,10 feet initially then thicker & out 25 yds+,Supplemental,LCC Volunteer,High Alert,bloom currently started in front of lifeguard tower 1,72.7,Calm,,,,,,,,44.4910674,-73.24037393
7/18/2022,1:30 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp 72 degF; moderate rain; strong SW wind,72,Rolling,Dolichospermum sp,0,,ww,<0.16,<0.5,,44.49097275,-73.24024007
7/18/2022,11:01 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,74.1,Calm,,,,,,,,44.4910674,-73.24037393
7/19/2022,1:52 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,3 - Cyano bloom in progress (include photos),10 feet,10 feet,Supplemental,LCC Volunteer,High Alert,,73.8,Calm,,,,,,,,44.4910674,-73.24037393
7/20/2022,11:15 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,3 - Cyano bloom in progress (include photos),Widespread along shoreline,Approximately 10 to 15 feet and more in some areas,Supplemental,LCC Volunteer,High Alert,Water temp. at ECHO is 76 degrees; no photos because no time to take but monitor is seasoned,76,Calm,,,,,,,,44.49074724,-73.24030036
7/21/2022,12:09 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,75,White Caps,,,,,,,,44.4910674,-73.24037393
7/24/2022,12:00 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air Temp: 80 deg F; Partly cloudy with breaks of sun; strong south breeze: report done on Sunday 7.24 in lieu of Monday 7.25.2022,78,Rolling,Dolichospermum sp;Limnotrhix,0,,ww,<0.16,<0.5,,44.49095638,-73.24058353
7/26/2022,11:00 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,LCC Staff,Generally Safe,,,Rolling,,,,,,,,44.4910674,-73.24037393
7/28/2022,8:44 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,3 - Cyano bloom in progress (include photos),60 feet and growing,25 feet,Supplemental,LCC Volunteer,High Alert,,74.5,Rolling,,,,,,,,44.4910674,-73.24037393
7/29/2022,11:29 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,74.5,White Caps,,,,,,,,44.4910674,-73.24037393
7/31/2022,5:54 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,3 - Cyano bloom in progress (include photos),Entire swim area,Middle of swim area,Supplemental,LCC Volunteer,High Alert,Bloom not along the shore,75,Calm,,,,,,,,44.4910674,-73.24037393
8/1/2022,1:12 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,3 - Cyano bloom in progress (include photos),the entire swim zone,all the way to the buoys,Supplemental,LCC Volunteer,High Alert,,75,Calm,,,,,,,,44.4910674,-73.24037393
8/1/2022,11:43 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,75,Rolling,,,,,,,,44.4910674,-73.24037393
8/1/2022,12:45 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp 80 deg F; moderate south breeze; sunny with high clouds; winds south breeze breaking up formation of cyanobacteria,80,Rolling,,,,,<0.16,<0.5,,44.44205123,-73.22418135
8/2/2022,11:15 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,75.6,Calm,,,,,,,,44.4910674,-73.24037393
8/3/2022,4:07 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,2 - Cyano present - less than bloom levels (include photos),15 feet in front of tower 3,few feet,Supplemental,LCC Volunteer,Low Alert,second larger bloom at buoy line edge of swim zone,75,Calm,,,,,,,,44.4910674,-73.24037393
8/4/2022,1:15 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,75,Rolling,,,,,,,,44.4910674,-73.24037393
8/8/2022,2:28 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,,Rolling,Aphanizomenon flos-aquae;Pseudanabaena,667,,ww,<0.16,<0.5,,44.49086013,-73.24001711
8/9/2022,1:33 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,74,White Caps,,,,,,,,44.4910674,-73.24037393
8/16/2022,12:35 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,<0.16,<0.5,,44.4914571,-73.24057501
8/18/2022,2:16 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,72,Calm,,,,,,,,44.4910674,-73.24037393
8/20/2022,2:49 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,2 - Cyano present - less than bloom levels (include photos),it is along the buoy lines in the swim area 50 ft,10 yrds beyond,Supplemental,LCC Volunteer,Low Alert,bloom is not along the shore,74.8,Calm,,,,,,,,44.4910674,-73.24037393
8/21/2022,1:40 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Supplemental,LCC Volunteer,Generally Safe,,74.8,White Caps,,,,,,,,44.4910674,-73.24037393
8/22/2022,12:30 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air Temp 78 deg F; Moderate to strong SW breeze; cloudy,78,Rolling,Dolichospermum sp;Oscillatoria sp.;Dolichospermum planctonicum;Aphanizomenon flos-aquae;Cuspidothrix;Merismopedia,2040.816327,,ww,<0.16,<0.5,,44.49111556,-73.24006003
8/26/2022,11:29 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,73,Rolling,,,,,,,,44.4910674,-73.24037393
8/29/2022,2:30 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1b - No Cyanobacteria Observed - brown or turbid water,NA,NA,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp: 82 deg F; Strong south wind; direct hazy sun,80,White Caps,Aphanizomenon flos-aquae;Microcystis aeruginosa,1339,,ww,<0.16,<0.5,,44.49126876,-73.24048139
9/5/2022,1:45 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp: 60 deg F; mostly cloudy - very light rain; no wind,66,Calm,Dolichospermum planctonicum,0,,ww,<0.16,<0.5,,44.49106438,-73.24021023
9/7/2022,10:02 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,68,Calm,,,,,,,,44.4910674,-73.24037393
9/12/2022,1:20 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp: 76 deg F in the shade; hazy sun; light NW breeze,78,Rolling,Dolichospermum sp;Aphanizomenon flos-aquae;Dolichospermum planctonicum;Microcystis aeruginosa,6275.510204,,ww,0.24,<0.5,,44.49105433,-73.24023169
9/19/2022,1:45 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp: 64 degF; cloud cover with rain showers: moderate SW wind; threat of a thunder storm,64,Rolling,Aphanizomenon flos-aquae,106.292517,,ww,0.25,<0.5,,44.49105433,-73.24031752
9/26/2022,3:00 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp 64 degF; cloudy with light rain; moderate SW wind,64,Rolling,,,,,<0.16,<0.5,,44.49111556,-73.24066084
10/3/2022,1:00 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,LCC Staff,Generally Safe,LCC staff reporting for Burl. beach locations as available since municipal staff are no longer on-site or able to report routinely and North Beach monitor is currently not able to report; LCC's reporting day may vary week to week,,Calm,,,,,,,,44.4911058,-73.24041193
10/3/2022,12:28 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,LCC Staff,Generally Safe,NA,,Calm,,,,,,,,44.49116703,-73.24048059
10/14/2022,3:33 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Staff,Generally Safe,"LCC staff are assessing conditions at least once a week at Burlington area sites until the end of the 2022 season now that Burl. rec. staff are no longer on site regularly, however our reporting day may vary week to week.",,Rolling,,,,,,,,44.49106964,-73.24040335
10/21/2022,4:02 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Staff,Generally Safe,"Vegetation/debris evenly dispersed in large, rolling waves. LCC staff are assessing conditions at least once a week at Burlington area sites until the end of the 2022 season now that Burl. rec. staff are no longer on site regularly.",,White Caps,,,,,,,,44.49105433,-73.24040335
10/27/2022,2:32 PM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Staff,Generally Safe,,,Calm,,,,,,,,44.49105529,-73.24048874
11/3/2022,10:51 AM,Lake Champlain,Champlain - Main Lake Central,Burlington,22,North Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Staff,Generally Safe,Small quantities of sediment and leaves from waves. Otherwise clear water.,,White Caps,,,,,,,,44.4910694,-73.24037116
7/20/2022,4:30 PM,Lake Champlain,Champlain - Inland Sea,North Hero,23,North Hero State Park,1a - No Cyanobacteria Observed - clear water,,,Supplemental,VT State Parks,Generally Safe,,,Calm,,,,,,,,44.92076693,-73.2416303
7/21/2022,10:00 AM,Lake Champlain,Champlain - Malletts Bay,Colchester,25,LTM 25,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC,Generally Safe,,75,White Caps,Aphanizomenon flos-aquae;Dolichospermum sp;Microcystis sp. (pico);Microcystis aeruginosa;Microcystis weisenbergii;Woronichinia sp.,77.67496455,,net,,,,44.58200904,-73.28116807
8/8/2022,9:30 AM,Lake Champlain,Champlain - Malletts Bay,Colchester,25,LTM 25,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC,Generally Safe,,77,Rolling,Aphanizomenon flos-aquae;Dolichospermum sp;Dolichospermum crassum var. spiroides;Lyngbya sp.;Microcystis aeruginosa;Microcystis sp. (pico);Microcystis weisenbergii;Woronichinia sp.;Dolichospermum planctonicum,136.4709811,,net,,,,44.58200904,-73.28116807
8/30/2022,9:30 AM,Lake Champlain,Champlain - Malletts Bay,Colchester,25,LTM 25,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC,Generally Safe,,75,White Caps,,,,,,,,44.58200904,-73.28116807
10/12/2022,10:30 AM,Lake Champlain,Champlain - Malletts Bay,Colchester,25,LTM 25,1a - No Cyanobacteria Observed - clear water,,,Routine - Biweekly,VT DEC,Generally Safe,,68,White Caps,,,,,,,,44.58200904,-73.28116807
7/14/2022,12:00 PM,Lake Champlain,Champlain - Main Lake North,"Beekmantown, NY",26,Pt. Au Roche State Park Beach,3 - Cyano bloom in progress (include photos),10 feet,10 feet,Supplemental,General Public,High Alert,Beach closed since the date for testing,,Calm,,,,,,,,44.77391564,-73.39158333
7/20/2022,12:00 PM,Lake Champlain,Champlain - Main Lake North,"Beekmantown, NY",26,Pt. Au Roche State Park Beach,3 - Cyano bloom in progress (include photos),all along shoreline,extensive,Supplemental,LCC Volunteer,High Alert,"Water was 92 degrees F in the shallow areas, lower 70s in the deeper water sections; beach is closed and signs are up alerting the public",92,Calm,,,,,,,,44.77369582,-73.39375705
7/25/2022,3:11 PM,Lake Champlain,Champlain - Main Lake North,"Beekmantown, NY",26,Pt. Au Roche State Park Beach,1a - No Cyanobacteria Observed - clear water,NA,NA,Supplemental,LCC Volunteer,Generally Safe,"LF/LCC reporting based on an email from NY Dept of Health sent to Hawley Carr of NY OPRHP Pt Au Roche Park Manager: Point Au Roche State Park, shallow and deep waters collected on 7/25/2022 indicate that the bloom has subsided and microcystins are ≤ 4µg/L.  In accordance with guidance from the NYSDOH Bureau of Community Environmental Health and Food Protection the swimming area can be reopened provided there has been no bloom in the swimming area for at least one day and the bloom has not returned since the sample was taken.",,Calm,,,,,,,,44.77442414,-73.3938276
6/23/2022,2:00 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,NA,NA,Routine - Weekly,LCC Volunteer,Generally Safe,NA,60,Rolling,,,,,,,,44.44202059,-73.22413307
6/28/2022,2:00 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Side note:  Swimming was restricted due to ecoli levels;  signage indicating the situation was in place.,,Rolling,,,,,,,,44.44133598,-73.22379511
6/30/2022,12:00 AM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp 86 Deg F; Light SW breeze; water surface slightly rolling,68,Calm,,,,,,,,44.44186739,-73.22373853
7/5/2022,10:09 AM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,,,,,,,,44.4419258,-73.22422426
7/12/2022,10:26 AM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,Aphanizomenon flos-aquae;Merismopedia;Limnotrhix;Pseudanabaena,111,,ww,<0.16,<0.5,,44.44182622,-73.22366637
7/14/2022,1:25 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp: 86 deg F; Light SW wind; partly cloudy with breaks of sun,70,Calm,,,,,,,,44.44211251,-73.22409552
7/19/2022,10:13 AM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,Dolichospermum sp;Merismopedia,3133,,ww,<0.16,<0.5,,44.44196793,-73.2241438
7/21/2022,2:15 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1c - No Cyanobacteria Observed - other material present,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp in direct sun 102 deg F; stong south wind; partly cloudy with breaks of sun,80,White Caps,,,,,,,,44.44198995,-73.22418135
7/26/2022,10:14 AM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Rolling,Dolichospermum sp;Limnotrhix,0,,ww,<0.16,<0.5,,44.44209432,-73.2241277
7/28/2022,12:40 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1d - Little Cyano Observed - recreation not impaired (include photos),NA,NA,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp 86 deg F; strong south breeze; partly cloudy with breaks of sun,80,Rolling,,,,,,,,44.44186739,-73.22400969
8/2/2022,10:21 AM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,,,,,<0.16,<0.5,,44.44202538,-73.22407406
8/4/2022,12:00 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1c - No Cyanobacteria Observed - other material present,NA,NA,Supplemental,LCC Volunteer,Generally Safe,Air temp 80 deg F; cloudy; light rain; slight south breeze,72,Calm,,,,,,,,44.44198995,-73.22418135
8/9/2022,2:00 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,Pseudanabaena;Microcystis aeruginosa;Dolichospermum sp,4000,,ww,<0.16,<0.5,,44.44198708,-73.22409552
8/16/2022,2:43 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,Calm,Woronichinia sp.;Dolichospermum planctonicum;Aphanizomenon flos-aquae;Coelospaerium sp.,3537.414966,,ww,<0.16,<0.5,,44.44214794,-73.22437447
8/23/2022,,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,,Dolichospermum planctonicum;Merismopedia,346.9387755,,ww,<0.16,<0.5,,44.44211251,-73.22409552
8/25/2022,10:15 AM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp: 90 deg F in direct sun; no breeze; rained on 8.24.22,72,Calm,,,,,,,,44.44198995,-73.22400969
8/29/2022,2:17 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1b - No Cyanobacteria Observed - brown or turbid water,,,Routine - Weekly,LCC Volunteer,Generally Safe,,,White Caps,Merismopedia,1275.510204,,ww,<0.16,<0.5,,44.4418109,-73.22409552
9/1/2022,12:50 PM,Lake Champlain,Champlain - Main Lake Central,South Burlington,27,Red Rocks Beach,1a - No Cyanobacteria Observed - clear water,,,Routine - Weekly,LCC Volunteer,Generally Safe,Air temp 91deg F in direct sun; partial clouds with breaks of sun; moderate West wind,70,Rolling,,,,,,,,44.44205123,-73.2243101
